حج		حجج	"حج-حج [ح ج ج] (مص. حج). 1.""أدى فريضة الحج"" : زيارة الكعبة المشرفة لأداء مناسك الحج، وهو أحد أركان الإسلام الخمسة. 2.""الحج الأكبر"" : يوم النحر أو يوم عرفة.التوبة آية 3 وأذان من الله ورسوله إلى الناس يوم الحج الأكبر . (قرآن)."
غول		غول	"غول-غول [غ و ل] (مص. غال). 1.""أصابه من سكره غول"" : صداع في الرأس ناشىء عن السكر.الصافات آية 47 لا فيها غول ولا هم عنها ينزفون (قرآن)"
مؤازرة		أزر	"مؤازرة-مؤازرة [أ ز ر] (مص. آزر). ""جاءوا لمؤازرته"" : لمعاونته، لمساعدته."
أزر		أزر	"أزر-أزر [أ ز ر] (مص. أزر). ""شد أزره"" : ساعده، قواه، عاونه. ""شد من أزره""طه آية 31 اشدد به أزري (قرآن)."
تجاوز		جوز	"تجاوز-تجاوز [ج و ز] (مص. تجاوز). 1.""تجاوز عتبة البيت"" : تخطيها. 2.""التجاوز عن السيئات"" : إغضاء الطرف عنها. 3.""تجاوز الحدود"" : المبالغة، الإسراف، الإفراط."
تأسيس		أسس	"تأسيس-تأسيس [أ س س]. 1.""تأسيس عمارة "" : بناؤها، رفع قواعدها. 2.""تأسيس مدينة"" : بناؤها، تشييدها، وضع أساسها."
تكبل		كبل	"تكبل-تكبل [ك ب ل] (مص. تكبل). تكبل، يتكبل، مص. تكبل. ""تكبل السجين"" : تقيد بالكبل، القيد."
كبل		كبل	"(مص. كبل). 1.""قيده بالكبل"" : بالقيد. 2.""كبل الكهرباء ونحوه"" : حبل معدني تحيط به مادة عازلة لها غلاف واحد يوصل الكهرباء. 3.""كبل الشرطي"" : القيد الحديدي."
تعارض		عرض	"تعارض-تعارض [ع ر ض] (مص. تعارض). ""بينهما تعارض في الآراء"" : تباين، اختلاف."
إصابة		صوب	"(مص. أصاب). 1.""أصيب إصابة بالغة في رجله"" : تعرض لضربة، لضرر. "
خطاء		خطو	Tn
محاسبة		حسب	"(مص. حاسب). 1.""حاسبه محاسبة عسيرة"" : أي حاسبه حسابا، مناقشة ومجادلة. 2.""محاسبة النفس"" : التشديد في معاتبتها ومراقبتها. 3.""المسؤول عن المحاسبة"" : عن المراجعة الحسابية والتدقيق فيها. 4.""قسم المحاسبة"" : قسم مختص في إدارة ما بالشؤون المالية والتدقيق في حساباتها، مداخيلها ومصاريفها."
تقوي		قوي	"تقو-تقو، التقوي [ق و ي] (مص. تقوى). ""تقوي مركزه"" : صيره ذا مكانة."
رد		ردد	"(مص. رد). 1.""لم يكن رده سريعا"" : جوابه. ""توصل برد سريع"" ""ردا على رسالته المؤرخة بـ ..."". 2.""أقنعه بعد أخذ ورد"" : بعد جدال."
لق		لقق	"لق-لق [ل ق ق] (مص. لق). 1.""أحدث السيل لقا"
إلغاء		لغو	"إلغاء-إلغاء [ل غ و] (مص. ألغى). ""تقرر إلغاء دورة أكتوبر"" : إبطال"
تعارف		عرف	"تعارف-تعارف [ع ر ف] (مص. تعارف). 1.""حصل بينهما تعارف"": تعرف أحدهما على الآخر. 2.""نشر اسمه وعنوانه بركن التعارف"" : زاوية بالجرائد والمجلات تنشر أسماء قرائها وعناوينهم من أجل التعرف بأصدقاء جدد."
در		درر	"در-در [د ر ر] (مص. در). 1.""در الشاة"" : لبنها. 2.""لله درك"" : لله ما خرج منك من خير وعطاء. 3.""لله در أبيك"" : أي أنك لمن معدن حر أصيل. 4.""لا در دره"" : لا أكثر الله خيره."
التقاط		لقط	"التقاط-التقاط [ل ق ط] (مص. التقط). 1. ""التقاط درهم بالأرض"" : وجوده مصادفة. 2. ""التقاط الحب"" : جمع"
طاقة		طوق	"(مص. طاق). 1.""له طاقة كبيرة"" : قدرة، قوة. ""لا طاقة له"" ""يشتغل على قدر طاقته""البقرة آية 286 ربنا ولا تحملنا ما لا طاقة لنا به (قرآن) . 2.""لا تتحمل طاقة جسمه كل هذا الإره"
إشارة		شور	"(مص. أشار). 1.""إشارات المرور"": علامات تتضمن دلالة، أي ترمز إلى شيء ما وتدل عليه. ""إشارة منع الوقوف"" ""إشارة الخطر"". 2.""هذا، هذه، هؤلاء"" : من أسماء الإشارة، يشار بها إلى الاسم. 3."" أنا رهن إشارتك"" : أي رهن أمرك. 4.""إن اللبيب من الإشارة يفهم"" : الإيماءة."
تتالي		تلو	"تتال-تتال، التتالي [ت ل و] (مص. تتالى). ""قرأ أجزاء الكتاب بالتتالي"" : بالتتابع، بالتوالي. ""دخل المتسابقون تتاليا""."
إحالة		حول	"إحالة-إحالة [ح و ل] (مص. أحال). 1.""إحالة القضية على المدير"" : تسليمها ورفعها إليه وجعلها مقصورة عليه لينظر فيها. 2.""الإحالة على المعاش"" : الإعفاء من العمل وجعل العامل أو الموظف يتمتع بمعاش شهري ."
تصنيف		صنف	"(مص. صنف). 1.""أنجز تصنيفا جديدا"" : تأليف كتاب جديد. 2.""أشرف على تصنيف ما عنده من مواد بداخل الرفوف"" : على ترتيبها ووضعها حسب أنواعها."
تدفئة		دفأ	"تدفئة-تدفئة [د ف أ] (مص. دفأ). 1.""آلة التدفئة"" : آلة التسخين تبعث الدفء. 2.""من أساليب التدفئة الحديثة التدفئة المركزية"" : مرجل مركزي تتوزع منه أنابيب تصل إلى البيوت وتستقر في مدافىء حديدية يجري بداخلها ماء ساخن يشيع الدفء في جو الغرف ."
ربو		ربو	"(مص. ربا). ""أصيب بربو"": مرض يصيب القصبة الهوائية يصعب معه التنفس بشكل عادي."
رمي		رمي	"رمي-رمي [ر م ي] (مص. رمى). 1.""رمي السهام"" : إطلاقها. 2.""نفذوا فيه حكم الإعدام رميا بالرصاص"" : أي أعدم بإطلاق الرصاص عليه."
اتصال		وصل	"اتصال-اتصال [وص ل] (مص. اتصل). 1.""قرر الاتصال به مباشرة"": الالتقاء به، الاتصال المباشر. 2.""جعلوا نقطة الاتصال في..."" : نقطة الملتقى، الوصل. 3.""كان على اتصال دائم به"" : دائم اللقاء به. 4.""اتصال رسمي"" : لقاء. ""اتصال غير رسمي"". 5.""أراد الاتصال به هاتفيا"" : أي التحدث معه هاتفيا. 6.""وسائل الاتصال بين الن"
شهادة		شهد	"(مص. شهد). 1.""أدى الشهادة أمام المحكمة"" : الإخبار بما رأى، والإقرار بما علم عن يقين وبلا نقصان أو زيادة. ""كانت شهادة الشهود مطابقة للواقع"". 2.""أدلى بشهادته المدرسية"" : وثيقة مدرسية تثبت نجاحه في مرحلة من مراحل التعليم : ""الشهادة الابتدائية"" ""الشهادة الثانوية"" ""شهادة البكالوريا"" ""الشهادة الجامعية"". 3.""شهادة حسن السلوك"" : اعتراف بحسن التصرف والمسلك. 4."
استعداد		عدد	"(مص. استعد). 1.""هو على استعداد للمشاركة في المباراة"" : في حالة تهيؤ كامل. 2.""وقف أبطال السباق على استعداد للانطلاق"" : على أهبة الانطلاق. ""كل واحد يأخذ حظه من العلم حسب فطرته واستعداده""."
تفصل		فصل	"تفصل-تفصل [ف ص ل] (مص. تفصل). ""تفصل الثوب"": تقطعه أطرافا."
جموع		جمع	R
تقصص		قصص	"تقصص-تقصص [ق ص ص] (مص. تقصص). 1.""تقصص الأثر"" : تتبعه. 2.""تقصص الكلام"" : حفظه."
محادثة		حدث	"(مص. حادث). 1.""أجرى معه محادثة هامة"" : حوارا، نقاشا. ""محادثة سياسية"". 2.""محادثة هاتفية"" : مكالمة."
تأكد		أكد،وكد	"تـأكد-تـأكد [أ ك د، و ك د] (مص. تأكد). ""التأكد من صحة الخبر فضيلة "" ‎: التوثق منه."
فحص		فحص	"(مص. فحص). 1.""تقدم للفحص"" : للامتحان. 2.""خضعت الأطروحة الجامعية للفحص"" : للبحث في قيمتها العل"
حب		حبب	"حب-حب [ح ب ب] (مص.حب). 1.""يكن له حبا عميقا"": محبة.أميرتي، لا تغفـري ذنبـي*فإن ذنبي شـدة الحـب (العباس بن الأحنف). 2.""حب الذات"" : تقديم الذات وتعظيمها، الأنانية. 3.""حب الاستطلاع"" : الميل إلى معرفة الأشياء والاطلاع عليها. 4.""حب الوطن من الإيمان"" : التعلق بالوطن والتفاني في محبته. ""رحت أعدو وأتعثر بالص"
تحقق		حقق	"تحقق-تحقق [ح ق ق] (مص. تحقق). 1.""التحقق من الأخبار"" : التأكد من صحتها. 2.""التحقق من المعلومات"" : التيقن منها ."
تسجيل		سجل	"(مص. سجل). 1.""آخر أجل للتسجيل في المعهد"" : للتقييد في اللوائح. 2.""آلة التسجيل"" : آلة تلقط الأصوات وتسجلها في شر"
رعي		رعي	"رعي-رعي [ر ع ي] (مص. رعى). ""رعيا لك"" : حفظا لك، حرسا لك وهي مفعول لفعل محذوف تقديره : ""أسأل الله رعيا لك"" : أي حفظك الله ورعاك. ""سقيا لك ورعيا""."
اختيار		خير	"اختيار-اختيار [خ ي ر] (مص. اختار). ""ترك له والده حرية الاختيار"" : انتقاء ما يريده، الخيار. ""أعتقد أني أحسنت الاختيار""."
تصنف		صنف	"تصنف-تصنف [ص ن ف] (مص. تصنف). 1.""تصنف الشجر و النبات"" : ظهور أوراقه. 2.""تصنف المواد "": صيرها أصنافا."
اعتياد		عيد	اعتياد-اعتياد [ع ي د] (مص. اعتاد
تقلي		قلو	"تقل-تقل، التقلي [ق ل و] (مص. تقلى). ""تقلي المريض"": تململه يمنة ويسرة."
تغير		غير	"تغير-تغير [غ ي ر] (مص. تغير). 1.""حدث تغير مفاجئ في طقس اليوم"
انقراض		قرض	"انقراض-انقراض [ق ر ض] (مص. انقرض). ""انقراض حيوان الديناصور"" : اختفاؤه، أي صيره غير موجود على وجه الأرض."
قرة		قرر	"قرة-قرة [ق ر ر] (مص. قر). ""قرة العين"" : ما يسر به الإنسان ويرتاح له. ""هو قرة عي"
دوم		دوم	"دوم-دوم [د و م] (مص. دام). 1.""أراه دوما منتبها"" : باستمرار، على الدوام. 2.""مازالت السماء دوما دوما"" : دائمة المطر. 3.""شجر الدوم"" : شجر من فصيلة النخليات، شبيه بالنخل، ثمرته في غلظ التفاحة، ذات قشر صلب أحمر، وله نواة ضخمة ذات لب إسفنجي."
محافظة		حفظ	"محافظة-محافظة [ح ف ظ] (مص. حافظ). 1.""المحافظة على النظام"" : صيانته. ""المحافظة على النفس"". 2.""المحافظة"" ج: محافظات : تقسيم إداري في بعض البلدان العربية، الولاية، الإقليم، يتولى إدارتها المحافظ، أي الوالي."
سرعة		سرع	"سرعة-سرعة [س ر ع] (مص. سرع، سرع). 1. ""جاء بسرعة"" : أي جاء على عجلة من أمره. ""أنجز عمله بسرعة فائقة"". 2. ""انتبه ! إن السرعة محدودة"" : السير السريع بالسيارة. 3.""يمتاز بسرعة البديهة"" : بحضور البديهة. 4.""سرعة الصوت"" (فيز) : أي المسافة التي يقطعها الصوت في وحدة زمنية، وتقدر بـ 340 متر في الثانية. 5. ""سرعة الضوء"" : ال"
استنساخ		نسخ	"استنساخ-استنساخ [ن س خ] (مص. استنسخ). 1.""قام باستنساخ مخطوط"" : نقله بخط يده. 2.""استنساخ الصفحات"" : تصويرها. ""يمكن استنساخ ما تريد من صفحات الكتب والأوراق الرسمية بآلات الاستنساخ""."
غل		غلل	"غل-غل [غ ل ل] (مص. غل). 1.""في قلبه"
خصل		خصل	(مص. خصل). 1.:إصابة الهدف. 2.: الخطر الذي يراهن عليه.
حشد		حشد	"(مص. حشد). ""لاحظ حشدا من الناس"" : جماعة محتشدة، مجتمعة. أعداد غفيرة من الناس. ""لم ير مثل هذه الحشود""."
تحشد		حشد	"تحشد-تحشد [ح ش د] (مص. تحشد). ""تحشد الجمهور"": تجمعه."
عق		عقق	"عق-عق [ع ق ق] (مص. عق). 1.""ولد عق"" : عاق، عاص. 2.""ماء عق"" : مر. 3. : حفر مستطيل في الأرض."
خلاط		خلط	"خلاط-خلاط [خ ل ط] (مص. خالط). ""خلاط في السوق"": اختلاط الناس والمواشي."
تسيير		سير	"تسيير-تسيير [س ي ر] (مص. سير). 1.""أصبح قادرا على تسيير أموره بنفسه"" : على تدبيرها. 2.""بلد قائم على التسيير الذ"
رمز		رمز	"(مص. رمز). 1.""كان رمزهواضحا"": الإيماء، الإشارة.آل عمران 41 قال آيتك ألا تكلـم الناس ثلاثة أيام إلا رمزا (قرآن). 2.""رمز الشركة أو المنظمة"": العلامة التي تعرف بها وتدل عليها. مثال: رمز الإيسيسكو."
خرق		خرق	"(مص. خرق). 1.""تركت القذيفة خرقا في الحائط"" : ثقبة ..... "" يلبس ثوبا ف"
مراجعة		رجع	"(مص. راجع). 1.""مراجعة أهل العلم"" : استشارتهم. 2.""مراجعة كتاب"" : إعادة النظر فيه، تصحيحه. 3.""مراجعة الحساب"" : مراقبته والتدقيق فيه."
معاملة		عمل	"(مص. عامل). 1.""عامله معاملة حسنة"" : عامله بتصرف حسن، بسلوك... ""حسن المعاملة"" ""سوء المعاملة"". 2."" معاملة بالمثل"" : المبادلة. ""عامله م"
كية		كوي	"كية-كية [ك و ي] (اسم المرة من كوى). 1.""كواه كية واحدة"" : حرقة الجلد بحديدة محماة. 2.""ما تزال الكية تؤلمه"" : موضع الكي عندما يكوى المرء بحديدة محماة."
تعاون		عون	"تعاون-تعاون [ع و ن] (مص. تعاون). ""يجمع بينهم التعاون"": المؤازر"
اصطياد		صيد	"اصطياد-اصطياد [ص ي د] (مص. اصطاد). ""اصطياد الطيور"": قنصها أو إيقاعها في المصيدة."
زم		زمم	"زم-زم[ز م م] (مص. زم). ""زم الحقيبة"" : شدها. ""وضعته في تابوت أحكمت زمه"". (ابن طفيل)."
تصادم		صدم	"تصادم-تصادم [ص د م] (مص. تصادم). 1.""تصادم سيارت"
شب		شبب	"(مص. شب). 1.""هو شب"" : يافع، في ريعان الشباب. 2. : ملح معدني، لونه أبيض، وهو ما يعرف في الكيمياء بكبريتيات الألمنيوم والبوتاسيوم، يستعمل في الدباغة وحفظ الجلود من التفسخ."
تلون		لون	"تلون-تلون [ل و ن] (مص. تلون). 1.""تلون الثوب"" : تغير لونه. 2.""تلون الوجه"" : اضطرابه، اختلاف ألوانه. 3.""تلون آراء الرجل"" : تغيرها، عدم ثبوتها على شيء."
إشباع		شبع	"إشباع-إشباع [ش ب ع] (مص. أشبع). 1.""سعى إلى إشباع الجائعين"" : إطعامهم حتى يشبعوا. 2.""قرر إشباعه ضربا"" : ضربه ضربا شديدا."
معمودية		عمد	"معمودية-معمودية [ع م د] (مص. صناعي). ""أقيم حفل المعمودية للطفل في الكنيسة"" : تنصير الطفل ليصير مسيحيا وذلك بغسله بالماء المطهر على يد القس أو الراهب."
أمر		أمر	"(مص. أمر، أمر). 1.""في أول الأمر"" : الشيء، الحال، الشأن، العمل. ""في آخر الأمر"" ""في بادئ الأمر"" ""أمر بديهي"" ""هذا أمر طبيعي"". 2.""وقع بين أمرين"" : يتردد بين خيارين"". 3.""الأمر الواقع"": الحال"
أوامر		أمر	Non
صولة		صول	"(مص. صال). 1.""كانت له صولة في الحرب"" : سطوة. 2.""ياصاحب الصولة والصولجان"" : صاحب السلطة والقدرة والمكانة العالية. ""الاستبداد يرتجف من صولة العلم"". (ع. الكواكبي)."
إيداع		ودع	"إيداع-إيداع [و د ع] (مص. أودع). 1.""إيداع المال"" : تركه وديعة. 2.""إيداع السر"" : البوح به والإعلان عنه. 3.""الإيداع القانوني للك"
ترك		ترك	"ترك-ترك [ت رك] (مص. ترك). 1.""لا ينبغي ترك هذا الوضع على ما هو عليه"" : صرف النظر. 2.""وكم حاجة قضيناها بتركها"" (مثل) : يقال عند العجز عن القيام بعمل ما، أي بالتخلي عنه ."
تواصل		وصل	"تواصل-تواصل [و ص ل] (مص. تواصل). 1. ""تواصل الحبيبين"" : مواصلة أحدهما للآخر في اتفاق ووئام. 2. ""تواصل الحديث"" : تواليه."
قر		قرر	"قر-قر [ق ر ر] (مص. قر). ""يوم قر"" : يوم بارد. ""ليلة قر""."
ضغط		ضغط	"(مص. ضغط). 1.""تعرض للضغط"" : للإكراه. ""اعترف تحت الضغط"". 2.""الضغط الجوي"" : ما يحدثه الهواء عند تجمعه في موضع ما. 3.""ضغط الدم"" : ما "
تضام		ضمم	"تضام-تضام [ض م م] (مص. تضام). ""التضام خير من التفرق"" : التجمع واجتماع الشمل."
رنة		رنن	"رنة-رنة [ر ن ن ] (اسم المرة من رن). 1.""رنة القوس"" : طنينها. 2.""في صوتها رنة"" : صوت فيه حزن عند الغناء أو البكاء. 3.""سمعت رنتها من بعيد"" : الصيحة ذات الصوت المرتفع."
تكمل		كمل	"تكمل-تكمل [ك م ل] (مص. تكمل). ""تكمل السيد"" : كمال صفاته."
اختتام		ختم	"اختتام-اختتام [خ ت م] (مص. اختتم). ""تم اختتام الحفل بآيات من الذكر الحكيم"" : إنهاؤه."
استنباط		نبط	"استنباط-استنباط [ن ب ط] (مص. استنبط). ""استنباط آراء جديدة"" : استخراجها بفهم واجتهاد، استنتاجها."
حيد		حيد	"(مص. حاد). 1.""حيد الجبل"" : ما ينشأ ويبرز من نتوء في نواحيه. ""جبل ذو حيود"" ""حيد الرأس"". 2. ""حيود القرن"" : ما تلوى منه. 3.""حيد الولد"" : نظيره، مثله."
تعقد		عقد	"تعقد-تعقد [ع ق د] (مص. تعقد). 1.""المشاكل في تعقد مستمر"" : في تخبط، في عسر. 2.""تعقد الكلام"" : التباسه وغموضه."
ركب		ركب	"(مص. ركب). 1.""تأخر الركب"" : القافلة، الموكب، وكان يطلق على العشرة فما فوق من ركاب الإبل والخيل. ""تحرك الركب"". 2.""يسير في ركبه"" : في موكبه، أي تابع له."
بلة		بلل	"بلة-بلة [ب ل ل] (مص. بل). ""زاد الطين بلة"" : أي زاده سوءا وتعقيدا."
كون		كون	"(مص. كان). 1.""سبحان الذي خلق هذا الكون"" : الوجود المطلق العام. 2.""الكون الأعلى"" :"
تطوير		طور	"تطوير-تطوير [ط و ر] (مص. طور). ""تطوير الصناعة"" : تعديلها وتحسينها إلى ما هو أفضل."
ضغوط		ضغط	Tn
تحسي		حسي	"تحس-تحس، التحسي [ح س ي] . (مص. تحسى). 1.""وجد لذة في تحسي قهوة الصباح"" : شربها بتمهل وبطء. 2.""جلس يتأمل تحسي الطائر للماء"" : تناوله للماء بمنقاره ."
عضوية		عضو	"عضوية-عضوية [ع ض و] (مص صناعي). ""قبلت عضويته في الجمعية"" : أعطيت له صفة العضو في الجمعية."
تصوير		صور	"تصوير-تصوير [ص و ر] (مص. صور). 1.""يجري تصوير فلم في الساحة العمومية"" : أخذ مناظره بآلات التصوير، نقل تمثيل الممثلين. 2.""كان يحمل معه آلة التصوير لأخذ صور للذكرى"" : آلة التقاط الصور. 3.""أنهى تصوير وثائقه"" : أخذ صور لها، أي نسخ لها. ""التصوير الفوتوغرافي"" ""التصوير الشمسي"" ""التصوير الزيتي"" ""التصوير بالأشعة""."
إلمام		لمم	"إلمام-إلمام [ل م م] (مص. ألم). 1.""إلمام المرض بالرجل"": إصابته به. 2.""الإلمام بالموضوع"" : معرفته، وفهمه."
أمن		أمن	"أمن-أمن [أ م ن] (مص. أمن، أمن). 1.""يعيش في أمن"": في طمأنينة ويسر. 2.""وصلت سيارة رجال الأمن، قوات الأمن"" : رجال الشرطة الذين يسهرون على حفظ القانون وسلامة الناس وحمايتهم وجعلهم في أمان وطم"
بصر		بصر	"(مص. بصر، بصر). 1.""أصيب في بصره وهو صغير"" : أصيب في عينيه. 2.""له بصر حاد"" : نظر قوي، حاسة النظر. 3.""لابد له من نظارة، فهو قصير البصر، لا يبصر ما هو "
تمركز		ركز	"تمركز-تمركز [ر ك ز] (مص. تمركز). ""التمركز في مكان"": اتخاذه مركزا ثابتا."
فهم		فهم	"(مص. فهم). 1.""فهم الدرس"" : إدراكه وتحصيله. 2.""سوء الفهم"" : سوء الإدراك والتحصيل."
كث		كثث	"كث-كث، ة [ك ث ث] (مص. كث). 1.""شعر كث"" : مكثف، مجعد. 2.""رجل كث اللحية"""
تشكي		شكي	"تشك-تشك، التشكي [ش ك ي ] (مص. تشكى). 1.""شعر بتشك"" : بمرض. 2.""هو دائم التشكي"" : دائم التألم والتوجع والتأوه. 3.""التشكي من الجار"" : الشكوى منه."
تأكيد		أكد،وكد	"(مص. أكد). 1.""طلب منه تأكيد طلبه"" : تثبيته. 2.""لن أخلف وعدي بالتأكيد"" : يقينا. 3.""تأكيدا لما جاء في كلامه"" : إضافة في الإثبات والتأكد والتحقق. ""جاء بتأكيدات جديدة""."
تضارب		ضرب	"تضارب-تضارب [ض ر ب] (مص. تضارب). 1.""تحول خصامهما إلى تضارب"" : ضرب أحدهما الآخر. 2.""تضارب الآراء"" : اختلافها، تباينها."
احتقان		حقن	"احتقان-احتقان [ح ق ن] (مص. احتقن). 1.""قام الممرض باحتقان المريض"" : أي حقنه بالحقنة. 2.""احتقان العضو التناسلي"" : احتباس البول فيه. 3.""احتقان الدم""‎: اجتماع الدم في الجوف من طعنة ونحوها. 4. ""احتقان الحزن في نفسه"" : تجمعه تراكمه، احتباسه."
قت		قتت	"قت-قت، ة [ق ت ت] (مص. قت). 1.""لا يحكي إلا القت"" : الكذب المهيأ. 2.""أطعم دابته القت"" : الفصفصة"
تدعيم		دعم	"تدعيم-تدعيم [د ع م] (مص. دعم). 1.""ساعد على تدعيم مكانته"" : على تقويتها. ""تدعيم أواصر الصداقة"". 2.""اتفقوا على تدعيم موقفـه"" : على تأييده ."
شكل		شكل	"(مص. شكل). 1.""كان شكله مخيفا"" : هيئته، صورته، منظره. ""شكله جميل"". 2.""أشكال هندسية"" : هيئات الأجسام كالدائرة والمثلث والمربع والمستطيل. 3. ""اضبط شكل النص "": أي ضع عليه الحركات الإعرابية اللازمة."
إرضاء		رضي	"إرضاء-إرضاء [ر ض ي] (مص. أرضى). ""حاول إرضاءه"": جعله يرضى، النزول عند رغبته."
دس		دسس	"دس-دس [د س س] (مص. دس). ""عرف بالدس"" : بالمكر، بالدسيسة."
رهبانية		رهب	"رهبانية-رهبانية [ر هـ ب] (مص. صناعي). ""دخل في الرهبانية"" : الزهد في الدنيا والانقطاع عن ملذاتها وعن الزواج. ""لا رهبانية في الإسلام"" الحديد آية 27 ورهبانية ابتدعوها ما كتبناها عليهم (قرآن)."
مراسلة		رسل	"(مص. راسل). 1.""مراسلة الأصدقاء"" : مكاتبتهم بواسطة الرسائل. 2.""توصلت الجريدة بمراسلة في موضوع البقعة النفطية"" : مادة صحفية حول..."
علوم		علم	Tn
تنازع		نزع	"تنازع-تنازع [ن ز ع] (مص. تنازع). 1. ""حصل تنازع بينهم"" : اختلاف، صراع، شنآن. 2. ""تنازع المحتضر"" : به حشرجة الموت. 3. ""تنازع البقاء"" : الصراع والتعارك على البقاء لمن هو أصلح وأكمل. 4. ""التنازع في النحو"" : وجود عاملين، فعلين أو اسمين، يعملان في معمول واحد متأخر، ويتنازعه العاملان نحو : ""زارني واستقبلت أخاك بحفاوة""، والتنازع هنا وقع بين فعلين متصرفين."
انسياق		سوق	"انسياق-انسياق [س و ق] (مص. انساق). 1.""انسياق الماشية في المرعى"": سيرها بالتتابع. 2.""لاحظ انسياقه مع الأهواء"": سيره دون تفكير ولا روية. ""أجاء ذلك عن قصد وتدبر أم جاء عن صدفة وانسياق طبيعي"". (إسحق الحسيني)."
سياق		سوق	"سياق-سياق [س و ق] (مص. ساق). 1.""سياق الكلام"" : مجراه، سرده. ""سياق فكره"". 2.""هو في السياق"" : في النزع الأخير، أي في حالة احتضار."
تأثر		أثر	"تأثر-تأثر [أ ث ر] (مص. تأثر). ""كان تأثره شديدا "" : إحساسه، انفعاله. ""لم يظهر أدنى تأثر""."
استمرار		مرر	"استمرار-استمرار [م ر ر] (مص. استمر). ""يسافر باستمرار"": على الدوام."
مساهمة		سهم	"(مص. ساهم). 1.""مساهمة جيدة"" : اشتراك، تعاون فعلي. ""كانت مساهمته إيجابية"". 2.""المساهم"
اصطلاح		صلح	"(مص. اصطلح). 1.""اصطلاح العلماء"" : اتفاقهم على شيء ما محدد. 2.""وضعوا قائم"
شد		شدد	"شد-شد [ش د د] (مص. شد). 1.""تقطع الحبل من كثرة الشد"" : الجذب، الجر، السحب. 2.""لشد ما جنيت علي"" : ما أقوى، ما أقسى جنايتك علي. ""لشد ما كان سروري""."
جماع		جمع	"جماع-جماع [ج م ع] (مص. جامع). 1.""جماع الشيء"" : مجتمع أصله. 2.""جماع الشيء"" : ما جمع عددا. ""الخمر جماع الإثم"". 3.""هذا الباب جماع هذه الأبواب"" : الجام"
حف		جفف	"حف-حف [ج ف ف] (مص. حف). 1. ""جاء على حفه"": على أثره، أو في حينه وإبانه. 2. ""هو حف بنفسه"" : معني بها. 3.: خشبة عريضة في المنسج تنسق بها اللحمة بين السدى."
كور		كور	"(مص. كار). ""كور العمامة"" : الدور منها."
تبلبل		بلبل	"تبلبل-تبلبل [ب ل ب ل]. 1.""تبلبل الألسنة"" : اختلاطها. 2.""وجد في أفكاره تبلبلا"" : اضطرابا وتشوشا."
باطنية		بطن	باطنية-باطنية [ب ط ن] (مص. صناعي).: فرقة دينية يرتكز اقتناعها على أساس قاعدة أن لكل ظاهر باطنا، وأن
كنز		كنز	"(مص. كنز). 1.""يبحث عن الكنز"" : المال أو الذهب المدفون ف"
تصحيح		صحح	"تصحيح-تصحيح [ص ح ح] (مص. صحح). 1.""قدمت أوراق الامتحان للتصحيح"" : لمراجعتها والوقوف على أخطائها. 2.""أعاد تصحيح فاتورة الحساب"" "
تفاسد		فسد	"تفاسد-تفاسد [ف س د] (مص. تفاسد). ""تفاسد ال"
كل		كلل	"كل-كل [ك ل ل] (مص. كل). 1.""ولد كل"" : ضعيف. 2.""رجل كل"" : ثقيل لا خير فيه، أو عبء"
عداد		عدد	"عداد-عداد [ع د د] (مص. عاد). 1.""هو في عدادهم "" : أي هو واحد منهم. ""كان في عداد الناجحين"" ""كان في عداد الموتى أو المفقودين"". 2.""هو في عداد الموت"" : في وقت الموت. 3.""هذا عداد الحمى"": وقتها الذي تعود فيه. 4.""هذا يوم عداد"" : يوم جمعة أو يوم أضحى أو يوم فطر."
معالجة		علج	"معالجة-معالجة [ع ل ج] (مص. عالج). 1.""معالجة المريض"": مداواته. 2.""معالجة المواد الأولية"" : تحليلها وسبرها. 3.""معالجة الإعلام"" : استعمال الحواسيب لتحقيق عمليات معقدة تهدف إلى غايات ونتائج علمية. 4.""ينبغي معالجة الأمور بالأناة والصبر"" : معاملتها والتعامل معها..."
انهيار		هور	"انهيار-انهيار [ هـ و ر] (مص. انهار). 1. ""انهيار جدران البيت"" : انهدامها، سقوطها. 2.""الانهيار العصبي"" : حالة نفسية مرضية تصيب الإنسان وتجعله فاقد الإرادة أو في حالة غليان عصبي أو حزن واكتئاب."
إنشاء		نشأ	"(مص. أنشأ). 1.""إنشاء أدبي"" : تأليف تعابير لغوية تعبر عن شعور كاتبها. 2.""إنشاء المباني"" : تشييدها. 3.""أشرف على الإنشاءات الجديدة بالمدينة"" : تجهيزات ومؤسسات ومنشآت ثقافية اقتصادية واجتماعية."
إسهال		سهل	"إسهال-إسهال [س هـ ل] (مص. أسهل). 1.""عرف إسهالا على غير عادته"": ما تقذفه المعدة والأمعاء سائلا جاريا على غير عادتها بدلا من البراز العادي. 2.""أصيب بقبض فتناول دواء الإسهال"" : دواء يسهل، يرطب المعدة من حالة القبض."
تقصف		قصف	"تقصف-تقصف [ق ص ف] (مص. تقصف). 1.""تقصف العود"" : تكسره. 2.""تقصف القوم عليه"" : اجتماعهم، ازد"
عيار		عير	"(مص. عاير). 1.""عيار الأوزان والمكاييل"" : ما تقدر به... 2.""عيار النقد"" : ما جعل قياسا ونظاما له. ""عيار السبائك"". 3.""عيار الدراهم"": مقد"
